CustomerID,VehicleID,VehicleModel,VehicleYOM,VehicleMake
Cust31693,Vehicle25272,95,2008,Saab
Cust31694,Vehicle19803,93,2007,Saab
Cust31695,Vehicle7073,Pathfinder,2006,Nissan
Cust31696,Vehicle7720,Ultima,2015,Audi
Cust31697,Vehicle21668,A3,2013,Audi
Cust31698,Vehicle5911,Wrangler,2011,Audi
Cust31699,Vehicle7911,A3,2015,Audi
Cust31700,Vehicle17235,A3,2015,Audi
Cust31702,Vehicle12378,Wrangler,2012,Audi
Cust31704,Vehicle30765,A3,2015,Audi
Cust31705,Vehicle22842,Impreza,2010,Suburu
Cust31706,Vehicle26274,Impreza,2013,Suburu
Cust31707,Vehicle29668,Malibu,2012,Chevrolet
Cust3171,Vehicle6018,95,2011,Chevrolet
Cust31710,Vehicle4678,Impreza,2008,Suburu
Cust31711,Vehicle11579,Malibu,2012,Suburu
Cust31712,Vehicle38494,Malibu,2011,Suburu
Cust31714,Vehicle26521,Camry,2003,Ford
Cust31716,Vehicle14270,Camry,2005,Toyota
Cust31717,Vehicle14424,95,2004,Toyota
Cust31718,Vehicle22919,F150,2003,Toyota
Cust31719,Vehicle17510,95,2004,Toyota
Cust3172,Vehicle35036,X5,2013,BMW
Cust31720,Vehicle17008,Camry,2007,Toyota
Cust31721,Vehicle4680,95,2005,Saab
Cust31723,Vehicle18210,Pathfinder,2001,Nissan
Cust31724,Vehicle4527,MDX,2002,Accura
Cust31726,Vehicle39152,Pathfinder,2002,Jeep
Cust31727,Vehicle28048,MDX,2001,Accura
Cust31728,Vehicle18183,Pathfinder,2002,Accura
Cust31729,Vehicle16164,Grand Cherokee,2002,Nissan
Cust3173,Vehicle22710,Escape,2006,Ford
Cust31730,Vehicle7387,Pathfinder,2000,Jeep
Cust31732,Vehicle34300,Legacy,2007,Suburu
Cust31733,Vehicle22997,Neon,2006,Dodge
Cust31735,Vehicle21621,Grand Cherokee,2004,Jeep
Cust31736,Vehicle37554,RAM,2011,Dodge
Cust31737,Vehicle6134,Legacy,2005,Suburu
Cust31738,Vehicle3639,Legacy,2003,Suburu
Cust3174,Vehicle13516,Escape,2003,BMW
Cust31740,Vehicle10195,Legacy,2004,Jeep
Cust31741,Vehicle22579,A5,2002,Audi
Cust31743,Vehicle35314,Pathfinder,2000,Nissan
Cust31744,Vehicle16657,MDX,1999,Accura
Cust31745,Vehicle6880,MDX,2006,Suburu
Cust31747,Vehicle5494,MDX,2000,Nissan
Cust31748,Vehicle26441,Impreza,2004,Suburu
Cust31749,Vehicle31562,MDX,2000,Nissan
Cust3175,Vehicle8871,Pathfinder,2011,Ford
Cust31750,Vehicle16348,Pathfinder,2006,Dodge
Cust31751,Vehicle25464,Pathfinder,2003,Jeep
Cust31752,Vehicle19326,Wrangler,2002,Jeep
Cust31754,Vehicle35788,RAM,2007,Nissan
Cust31755,Vehicle2860,Pathfinder,2008,Nissan
Cust31757,Vehicle9713,Pathfinder,2008,Dodge
Cust31758,Vehicle27127,Pathfinder,2007,Nissan
Cust31759,Vehicle19318,Impreza,2009,Chevrolet
Cust3176,Vehicle20430,Jetta,2009,Volkswagen
Cust31761,Vehicle13812,Silverado,2009,Suburu
Cust31762,Vehicle29184,Impreza,2011,Saab
Cust31765,Vehicle6135,Impreza,2012,Suburu
Cust31766,Vehicle28207,Impreza,2011,Saab
Cust31768,Vehicle33988,Wrangler,2000,Audi
Cust31769,Vehicle17543,A3,2002,Jeep
Cust31770,Vehicle29623,X5,1995,BMW
Cust31771,Vehicle6832,Wrangler,2003,Audi
Cust31772,Vehicle30610,Wrangler,1995,BMW
Cust31773,Vehicle36936,Wrangler,1996,Jeep
Cust31775,Vehicle15655,RAM,1995,Dodge
Cust31777,Vehicle28030,Passat,2001,Volkswagen
Cust31778,Vehicle17357,93,1998,Saab
Cust31779,Vehicle14881,Camry,2003,Volkswagen
Cust3178,Vehicle14007,Neon,2011,BMW
Cust31781,Vehicle9270,93,1999,Toyota
Cust31782,Vehicle19616,Camry,1996,Saab
Cust31783,Vehicle27639,Camry,1998,Toyota
Cust31785,Vehicle23273,Camry,2001,Toyota
Cust31786,Vehicle30817,TL,2014,Audi
Cust31787,Vehicle15987,TL,2014,Accura
Cust31788,Vehicle13409,CRV,2013,Honda
Cust3179,Vehicle18933,Civic,2009,Mercedes
Cust31791,Vehicle17467,TL,2013,Accura
Cust31793,Vehicle17885,TL,2012,Accura
Cust31794,Vehicle32485,TL,2013,Accura
Cust31795,Vehicle13605,RAM,2009,Dodge
Cust31796,Vehicle16833,Wrangler,2009,Jeep
Cust31797,Vehicle4564,RAM,2009,Jeep
Cust31798,Vehicle14453,Wrangler,2009,Dodge
Cust31799,Vehicle35311,RAM,2006,Nissan
Cust3180,Vehicle36980,Civic,2013,Mercedes
Cust31800,Vehicle17004,RAM,2005,Dodge
Cust31801,Vehicle30844,Wrangler,2009,Jeep
Cust31804,Vehicle8676,Grand Cherokee,2007,Honda
Cust31805,Vehicle32703,CRV,2004,Jeep
Cust31806,Vehicle22180,M5,2011,BMW
Cust31807,Vehicle29113,Grand Cherokee,2011,Jeep
Cust31808,Vehicle13677,TL,2013,Honda
Cust31810,Vehicle30485,CRV,2013,Honda
Cust31811,Vehicle21112,Grand Cherokee,2006,Jeep
Cust31812,Vehicle9662,CRV,2011,Honda
Cust31813,Vehicle39681,MDX,2015,Jeep
Cust31814,Vehicle22105,Wrangler,2014,Accura
Cust31816,Vehicle19016,MDX,2015,Jeep
Cust31817,Vehicle1596,Wrangler,2013,Mercedes
Cust31818,Vehicle2006,E400,2013,Mercedes
Cust31819,Vehicle33286,RAM,2008,Dodge
Cust3182,Vehicle13606,Legacy,2009,Honda
Cust31820,Vehicle33875,Wrangler,2015,Accura
Cust31822,Vehicle10600,Jetta,2003,Chevrolet
Cust31823,Vehicle29477,Silverado,2006,Chevrolet
Cust31825,Vehicle7578,Silverado,2002,Chevrolet
Cust3183,Vehicle11200,ML350,1995,Mercedes
Cust31831,Vehicle33674,Tahoe,1995,Mercedes
Cust31832,Vehicle29663,TL,1997,Accura
Cust31833,Vehicle7063,ML350,1995,Mercedes
Cust31834,Vehicle3329,ML350,2000,Accura
Cust31835,Vehicle3671,ML350,1995,Mercedes
Cust31836,Vehicle8830,ML350,1996,Saab
Cust31837,Vehicle35875,ML350,1995,Mercedes
Cust31838,Vehicle29387,92x,1995,Mercedes
Cust31839,Vehicle20731,ML350,1996,Saab
Cust3184,Vehicle22430,ML350,1996,Mercedes
Cust31840,Vehicle34756,Wrangler,2003,Saab
Cust31842,Vehicle10141,93,2005,Jeep
Cust31843,Vehicle10043,A5,2004,Saab
Cust31845,Vehicle16025,93,2000,Saab
Cust31846,Vehicle3539,A5,2002,Audi
Cust31848,Vehicle38533,93,2003,Saab
Cust31849,Vehicle13437,93,2006,Saab
Cust3185,Vehicle38128,Maxima,1999,BMW
Cust31850,Vehicle37652,Civic,2008,Honda
Cust31851,Vehicle33808,93,2006,Accura
Cust31852,Vehicle15438,Wrangler,2010,Jeep
Cust31855,Vehicle20750,93,2008,Saab
Cust31856,Vehicle25238,93,2006,Saab
Cust31857,Vehicle3261,93,2007,Honda
Cust31859,Vehicle37252,E400,2002,Suburu
Cust3186,Vehicle15542,Maxima,1999,Nissan
Cust31860,Vehicle25283,Escape,2004,Mercedes
Cust31861,Vehicle35702,Escape,2002,Ford
Cust31862,Vehicle37105,Forrestor,2002,Mercedes
Cust31863,Vehicle22065,RSX,2006,Accura
Cust31864,Vehicle15094,E400,2002,Suburu
Cust31866,Vehicle5080,E400,2007,Accura
Cust31867,Vehicle20506,3 Series,2009,BMW
Cust31868,Vehicle31079,MDX,2010,BMW
Cust31869,Vehicle35755,A3,2013,BMW
Cust3187,Vehicle2569,Maxima,2010,Toyota
Cust31870,Vehicle30258,A3,2012,BMW
Cust31871,Vehicle30127,MDX,2009,Accura
Cust31872,Vehicle13013,TL,2014,BMW
Cust31873,Vehicle33901,3 Series,2009,BMW
Cust31874,Vehicle15750,A3,2014,BMW
Cust31875,Vehicle15186,3 Series,2012,BMW
Cust31876,Vehicle35343,M5,1997,BMW
Cust31877,Vehicle35089,Camry,2002,Toyota
Cust31878,Vehicle27589,M5,2006,Toyota
Cust31879,Vehicle25054,M5,1999,BMW
Cust3188,Vehicle4185,Camry,2011,Toyota
Cust31880,Vehicle2208,MDX,1998,Accura
Cust31881,Vehicle11087,Camry,2004,Toyota
Cust31882,Vehicle27727,M5,1999,BMW
Cust31884,Vehicle12986,M5,2002,BMW
Cust3189,Vehicle25613,Ultima,2002,Honda
Cust31891,Vehicle8520,TL,2003,BMW
Cust31892,Vehicle39028,TL,2004,Accura
Cust31893,Vehicle27641,Wrangler,2005,Jeep
Cust31894,Vehicle21002,MDX,2000,Accura
Cust31895,Vehicle13609,A3,2002,Saab
Cust31897,Vehicle8717,MDX,2002,Accura
Cust31898,Vehicle2336,MDX,2001,Accura
Cust31899,Vehicle25399,95,2002,Saab
Cust31900,Vehicle19526,F150,2006,Ford
Cust31901,Vehicle28349,F150,2003,Audi
Cust31902,Vehicle7851,A3,2003,Saab
Cust31904,Vehicle36481,95,2000,Honda
Cust31906,Vehicle23602,A5,2001,Honda
Cust31908,Vehicle32061,95,2001,Saab
Cust31909,Vehicle16591,Civic,2002,Audi
Cust3191,Vehicle17253,X6,2006,Suburu
Cust31911,Vehicle23771,Civic,2000,Saab
Cust31912,Vehicle17023,TL,2008,Accura
Cust31913,Vehicle15441,Legacy,2010,Suburu
Cust31915,Vehicle1804,93,2005,Accura
Cust31916,Vehicle35562,93,2008,Accura
Cust31918,Vehicle36134,C300,2012,Accura
Cust31921,Vehicle1484,Jetta,2007,Suburu
Cust31923,Vehicle20481,Impreza,2007,Suburu
Cust31924,Vehicle3847,Impreza,2007,Suburu
Cust31926,Vehicle36179,RAM,2008,Volkswagen
Cust31927,Vehicle38375,A3,2006,Audi
Cust31928,Vehicle24814,Jetta,2007,Volkswagen
Cust3193,Vehicle23939,Silverado,2001,Chevrolet
Cust31930,Vehicle16634,Legacy,2013,Suburu
Cust31931,Vehicle25766,Legacy,2013,Suburu
Cust31932,Vehicle33534,Neon,2012,Dodge
Cust31935,Vehicle36841,Neon,2013,Suburu
Cust31936,Vehicle6761,Legacy,2012,Dodge
Cust31937,Vehicle21935,Neon,2013,Dodge
Cust31939,Vehicle17488,Malibu,2007,Chevrolet
Cust3194,Vehicle23944,CRV,2007,Honda
Cust31940,Vehicle35843,Tahoe,2006,Saab
Cust31941,Vehicle17695,95,2006,Chevrolet
Cust31943,Vehicle22347,95,2005,Saab
Cust31944,Vehicle25450,Maxima,2004,Saab
Cust31945,Vehicle8003,Malibu,2007,Chevrolet
Cust31946,Vehicle38133,Malibu,2007,Saab
Cust31947,Vehicle25619,Tahoe,2007,Saab
Cust31948,Vehicle23597,RAM,1999,Dodge
Cust31949,Vehicle17703,Wrangler,2000,Jeep
Cust3195,Vehicle10006,92x,2001,Saab
Cust31950,Vehicle35760,Wrangler,1997,Nissan
Cust31952,Vehicle4142,Wrangler,2002,Jeep
Cust31953,Vehicle14192,Ultima,2001,Jeep
Cust31954,Vehicle14991,RAM,2000,Jeep
Cust31956,Vehicle7416,RAM,1999,Dodge
Cust31957,Vehicle21837,Highlander,2010,Toyota
Cust31959,Vehicle29402,Neon,2011,Dodge
Cust3196,Vehicle10773,RAM,2004,Dodge
Cust31960,Vehicle25145,Neon,2011,Dodge
Cust31961,Vehicle7179,Neon,2010,Dodge
Cust31962,Vehicle28026,Neon,2011,Honda
Cust31963,Vehicle6710,F150,2011,Ford
Cust31965,Vehicle37242,Neon,2009,Toyota
Cust31966,Vehicle14451,MDX,2001,Accura
Cust31967,Vehicle37697,93,2000,Suburu
Cust31968,Vehicle36933,Legacy,1996,Suburu
Cust31969,Vehicle24176,MDX,2002,Suburu
Cust3197,Vehicle27472,A5,2010,Audi
Cust31970,Vehicle31869,Impreza,2000,Suburu
Cust31971,Vehicle6487,MDX,2002,Suburu
Cust31972,Vehicle7490,MDX,2003,Suburu
Cust31973,Vehicle28411,MDX,2003,Suburu
Cust31974,Vehicle6718,93,2000,Saab
Cust31976,Vehicle1598,Pathfinder,2007,Nissan
Cust31977,Vehicle34050,MDX,2008,Saab
Cust31979,Vehicle11569,Pathfinder,2007,Nissan
Cust3198,Vehicle11432,CRV,2009,Accura
Cust31980,Vehicle31546,92x,2008,Nissan
Cust31981,Vehicle11553,MDX,2007,Accura
Cust31982,Vehicle31515,Camry,2008,Toyota
Cust31983,Vehicle28806,Camry,2008,Saab
Cust31984,Vehicle4069,Wrangler,2010,Jeep
Cust31987,Vehicle31950,Wrangler,2009,Jeep
Cust3199,Vehicle21027,Maxima,2003,Suburu
Cust31990,Vehicle36579,95,2008,Jeep
Cust31991,Vehicle8152,Wrangler,2008,Jeep
Cust31992,Vehicle6939,Wrangler,2008,Jeep
Cust31994,Vehicle2852,Malibu,2003,Chevrolet
Cust31995,Vehicle14757,Camry,1998,Toyota
Cust31997,Vehicle19721,Escape,1998,Ford
Cust31999,Vehicle4994,Malibu,1999,Ford
Cust3200,Vehicle32218,Maxima,2000,Nissan
Cust32001,Vehicle11708,Camry,1999,Chevrolet
Cust32002,Vehicle14901,Ultima,1996,Saab
Cust32003,Vehicle37805,92x,1999,Saab
Cust32006,Vehicle20878,RAM,1998,Dodge
Cust32007,Vehicle3685,Ultima,1997,Nissan
Cust32008,Vehicle14035,92x,1998,Dodge
Cust32009,Vehicle12750,93,1999,Saab
Cust3201,Vehicle28899,95,2012,Saab
Cust32010,Vehicle19402,92x,1999,Saab
Cust32011,Vehicle36289,C300,2004,Dodge
Cust32012,Vehicle32502,C300,1997,Mercedes
Cust32014,Vehicle19054,C300,2001,Jeep
Cust32015,Vehicle30097,C300,2002,Mercedes
Cust32016,Vehicle7448,CRV,1997,Mercedes
Cust32017,Vehicle37437,C300,1997,Mercedes
Cust32019,Vehicle34768,C300,2002,Mercedes
Cust3202,Vehicle31648,A3,2010,BMW
Cust32023,Vehicle15910,Pathfinder,1997,Suburu
Cust32024,Vehicle14106,Pathfinder,1998,Nissan
Cust32025,Vehicle20907,Pathfinder,1998,Nissan
Cust32026,Vehicle2661,Pathfinder,1998,Nissan
Cust32027,Vehicle14189,Escape,1998,Ford
Cust32028,Vehicle37947,Pathfinder,1997,Suburu
Cust3203,Vehicle20174,Impreza,2007,Suburu
Cust32031,Vehicle31251,Accord,1999,Accura
Cust32033,Vehicle18605,93,1999,Saab
Cust32034,Vehicle16288,MDX,1997,Honda
Cust32036,Vehicle8994,93,2002,Saab
Cust32039,Vehicle23463,Jetta,1996,Volkswagen
Cust3204,Vehicle31890,Impreza,2007,Volkswagen
Cust32041,Vehicle38618,Wrangler,1996,Volkswagen
Cust32044,Vehicle5847,Jetta,1996,Nissan
Cust32045,Vehicle33700,Jetta,1996,Volkswagen
Cust32047,Vehicle22210,95,2014,Accura
Cust32049,Vehicle21985,95,2009,Saab
Cust32050,Vehicle38732,95,2012,Saab
Cust32053,Vehicle19794,RAM,2012,Dodge
Cust32054,Vehicle17179,95,2014,Saab
Cust32055,Vehicle38032,RSX,2014,Accura
Cust32056,Vehicle16407,X5,2007,BMW
Cust32057,Vehicle29534,X5,2010,Audi
Cust32058,Vehicle8788,X5,2008,BMW
Cust32059,Vehicle16182,X5,2010,BMW
Cust3206,Vehicle11034,Grand Cherokee,2012,Audi
Cust32060,Vehicle5969,X5,2013,BMW
Cust32061,Vehicle6572,A3,2010,Audi
Cust32062,Vehicle7366,X5,2007,Audi
Cust32063,Vehicle12492,A3,2010,BMW
Cust32064,Vehicle15101,X5,2010,BMW
Cust32066,Vehicle24936,92x,2006,Saab
Cust32067,Vehicle28486,Passat,2005,Saab
Cust32068,Vehicle12086,A3,2006,Saab
Cust3207,Vehicle6864,TL,2005,Accura
Cust32071,Vehicle23653,92x,2006,Audi
Cust32073,Vehicle4174,A3,2005,Audi
Cust32074,Vehicle10086,Fusion,2008,Ford
Cust32075,Vehicle39094,Civic,2002,Ford
Cust32076,Vehicle27207,Malibu,2010,Honda
Cust32077,Vehicle22793,Civic,2003,Ford
Cust32079,Vehicle10175,F150,2011,Ford
Cust3208,Vehicle15061,TL,2004,Audi
Cust32080,Vehicle19163,Fusion,2005,Honda
Cust32081,Vehicle11242,Civic,2011,Ford
Cust32082,Vehicle32588,Civic,2010,Honda
Cust32084,Vehicle16565,Wrangler,2010,Jeep
Cust32086,Vehicle35139,Wrangler,2010,Jeep
Cust32087,Vehicle36337,Wrangler,2010,Jeep
Cust32088,Vehicle12494,Accord,2012,Jeep
Cust32089,Vehicle26607,Accord,2013,Jeep
Cust3209,Vehicle8427,A3,2003,Audi
Cust32090,Vehicle17402,A3,2013,Jeep
Cust32091,Vehicle15856,Wrangler,2010,Jeep
Cust32092,Vehicle26368,Maxima,2004,Nissan
Cust32094,Vehicle25037,Pathfinder,2013,Chevrolet
Cust32095,Vehicle5391,Pathfinder,2013,Chevrolet
Cust32096,Vehicle33202,Pathfinder,2008,Nissan
Cust32097,Vehicle39466,Pathfinder,2010,Nissan
Cust3210,Vehicle30145,A3,2006,Audi
Cust32102,Vehicle37645,Escape,2000,Jeep
Cust32103,Vehicle27719,Wrangler,2000,Jeep
Cust32104,Vehicle6320,Escape,2000,Jeep
Cust32106,Vehicle33332,Escape,2000,Jeep
Cust32108,Vehicle27022,Wrangler,2000,Ford
Cust32109,Vehicle4467,Escape,2001,Jeep
Cust3211,Vehicle26648,Grand Cherokee,2004,Suburu
Cust32110,Vehicle33140,Legacy,2010,Suburu
Cust32111,Vehicle14048,Passat,2004,Volkswagen
Cust32112,Vehicle33767,CRV,2009,Honda
Cust32113,Vehicle3859,CRV,2011,Jeep
Cust32114,Vehicle15512,CRV,2004,Volkswagen
Cust32116,Vehicle33159,Passat,2003,Volkswagen
Cust32117,Vehicle36695,CRV,2009,Honda
Cust32118,Vehicle31082,CRV,2004,Volkswagen
Cust32119,Vehicle17103,Passat,1995,Honda
Cust32120,Vehicle28781,93,2007,Honda
Cust32121,Vehicle34375,Accord,2001,Honda
Cust32122,Vehicle33225,Accord,1999,Accura
Cust32123,Vehicle34793,Passat,1995,Honda
Cust32124,Vehicle3158,Accord,1997,Honda
Cust32125,Vehicle17573,Passat,1996,Honda
Cust32126,Vehicle38049,MDX,1998,Honda
Cust32127,Vehicle8620,Passat,1995,Volkswagen
Cust32128,Vehicle28078,Pathfinder,2000,Nissan
Cust32129,Vehicle25600,Civic,2001,BMW
Cust32130,Vehicle13474,Civic,2004,Honda
Cust32131,Vehicle25395,Pathfinder,2001,Nissan
Cust32133,Vehicle9259,Civic,2002,Honda
Cust32135,Vehicle17160,Pathfinder,2002,Honda
Cust32136,Vehicle12897,Civic,2002,Nissan
Cust32137,Vehicle14551,Malibu,2008,Mercedes
Cust32138,Vehicle20740,C300,2006,Chevrolet
Cust3214,Vehicle7414,Tahoe,2000,Chevrolet
Cust32140,Vehicle9654,Malibu,2007,Chevrolet
Cust32141,Vehicle22485,C300,2008,Mercedes
Cust32143,Vehicle19182,C300,2008,Mercedes
Cust32144,Vehicle19552,Malibu,2008,Chevrolet
Cust32145,Vehicle14656,Tahoe,2012,Mercedes
Cust32146,Vehicle29582,Forrestor,1997,Toyota
Cust32148,Vehicle38143,95,2001,Saab
Cust3215,Vehicle37618,Jetta,2006,Toyota
Cust32150,Vehicle21848,Ultima,2005,Toyota
Cust32151,Vehicle12066,95,2000,Toyota
Cust32152,Vehicle25521,Corolla,1998,Suburu
Cust32153,Vehicle21913,Forrestor,1998,Toyota
Cust32155,Vehicle13034,MDX,2000,Saab
Cust32156,Vehicle16023,A3,2001,Audi
Cust32157,Vehicle38599,MDX,2003,Saab
Cust32158,Vehicle27688,MDX,2000,Audi
Cust32159,Vehicle33117,A3,2001,Accura
Cust32160,Vehicle23181,MDX,2001,Accura
Cust32161,Vehicle18367,MDX,2002,Accura
Cust32162,Vehicle38848,95,2001,Accura
Cust32163,Vehicle10039,95,2002,Accura
Cust32165,Vehicle2946,Neon,2008,Dodge
Cust32166,Vehicle16990,Neon,2010,Dodge
Cust32167,Vehicle21410,Wrangler,2011,BMW
Cust32168,Vehicle19966,M5,2009,BMW
Cust32172,Vehicle6789,M5,2011,BMW
Cust32175,Vehicle10628,Ultima,2001,Nissan
Cust32177,Vehicle37702,Ultima,2000,Nissan
Cust32179,Vehicle12377,Ultima,1998,Nissan
Cust32180,Vehicle31520,Maxima,1998,Nissan
Cust32181,Vehicle26445,Ultima,1997,Nissan
Cust32182,Vehicle15003,RSX,2000,Accura
Cust32183,Vehicle4922,RSX,2010,Accura
Cust32184,Vehicle30954,Legacy,2009,Accura
Cust32185,Vehicle27300,RSX,2009,Accura
Cust32186,Vehicle11397,RSX,2010,Suburu
Cust32187,Vehicle12592,RAM,2003,Accura
Cust32188,Vehicle20254,RSX,2008,Accura
Cust32189,Vehicle18200,Legacy,2010,Suburu
Cust3219,Vehicle17163,RAM,2007,Dodge
Cust32190,Vehicle3729,Legacy,2008,Accura
Cust32191,Vehicle1771,Wrangler,2007,Jeep
Cust32192,Vehicle1818,A3,2007,Honda
Cust32194,Vehicle39301,Accord,2009,Jeep
Cust32195,Vehicle5342,Accord,2005,Honda
Cust32196,Vehicle16238,Wrangler,2004,Honda
Cust32197,Vehicle12664,Accord,1999,Saab
Cust32199,Vehicle32702,Accord,2007,Audi
Cust3220,Vehicle6091,Passat,2002,Volkswagen
Cust32200,Vehicle10046,Wrangler,2008,BMW
Cust32202,Vehicle24007,M5,2006,Jeep
Cust32203,Vehicle4323,Wrangler,2009,BMW
Cust32205,Vehicle23505,E400,2010,Jeep
Cust32206,Vehicle2113,E400,2014,Mercedes
Cust32208,Vehicle14845,Wrangler,2008,BMW
Cust32209,Vehicle35681,95,1999,Audi
Cust3221,Vehicle5737,Malibu,2013,BMW
Cust32210,Vehicle10707,A5,1999,Volkswagen
Cust32211,Vehicle24978,95,1999,Saab
Cust32212,Vehicle12520,Jetta,1999,Volkswagen
Cust32213,Vehicle17969,95,1998,Saab
Cust32215,Vehicle19129,A5,1999,Audi
Cust32217,Vehicle12566,Malibu,2002,Chevrolet
Cust32218,Vehicle13213,Ultima,1997,Nissan
Cust32219,Vehicle9862,Ultima,1999,Saab
Cust3222,Vehicle33144,X5,2009,Mercedes
Cust32220,Vehicle24354,Ultima,2000,Saab
Cust32221,Vehicle22583,Ultima,1997,Nissan
Cust32222,Vehicle4929,93,1999,Saab
Cust32223,Vehicle15748,Ultima,2000,Saab
Cust32225,Vehicle14661,Ultima,1997,Saab
Cust32226,Vehicle9091,Fusion,1998,Ford
Cust3223,Vehicle24229,TL,2008,Accura
Cust32231,Vehicle3835,Forrestor,1996,Suburu
Cust32232,Vehicle14242,Highlander,2005,Toyota
Cust32234,Vehicle25000,Highlander,2004,Toyota
Cust32236,Vehicle13302,Neon,2005,Honda
Cust32237,Vehicle28605,M5,2010,???
Cust32240,Vehicle24073,M5,2010,Dodge
Cust32241,Vehicle12564,Neon,2007,Dodge
Cust32243,Vehicle20911,CRV,2007,Dodge
Cust32244,Vehicle4039,Neon,2008,BMW
Cust32245,Vehicle24530,Maxima,2011,Nissan
Cust32246,Vehicle35646,Highlander,2012,Toyota
Cust32247,Vehicle30551,Highlander,2010,Nissan
Cust32248,Vehicle39367,CRV,2010,Honda
Cust32249,Vehicle22469,CRV,2011,Toyota
Cust32250,Vehicle34428,Maxima,2012,Toyota
Cust32251,Vehicle3862,93,2010,Saab
Cust32252,Vehicle8198,CRV,2010,Toyota
Cust32253,Vehicle3037,Highlander,2010,Honda
Cust32254,Vehicle7016,MDX,2001,Honda
Cust32255,Vehicle13066,CRV,2000,Accura
Cust32257,Vehicle18754,Neon,2008,Dodge
Cust32258,Vehicle35404,CRV,2009,Dodge
Cust32259,Vehicle27829,X6,2002,Honda
Cust3226,Vehicle14642,Tahoe,1998,Honda
Cust32260,Vehicle29177,X6,2001,BMW
Cust32263,Vehicle12046,E400,1998,Mercedes
Cust32266,Vehicle34253,Grand Cherokee,1998,Jeep
Cust32267,Vehicle32230,E400,1995,Jeep
Cust32268,Vehicle9587,M5,1996,Jeep
Cust3227,Vehicle37021,E400,2009,Volkswagen
Cust32270,Vehicle25895,Grand Cherokee,1996,Jeep
Cust32271,Vehicle10211,Grand Cherokee,1996,Jeep
Cust32272,Vehicle25552,Impreza,2003,Accura
Cust32275,Vehicle5350,MDX,2001,Suburu
Cust32276,Vehicle22393,F150,2001,Ford
Cust32277,Vehicle16455,Impreza,1999,Suburu
Cust32278,Vehicle5635,F150,1998,Suburu
Cust32279,Vehicle11278,TL,2003,Accura
Cust3228,Vehicle30423,A5,2011,Mercedes
Cust32281,Vehicle14605,Passat,2001,Volkswagen
Cust32282,Vehicle16058,Passat,2003,Volkswagen
Cust32284,Vehicle14458,Forrestor,1997,Volkswagen
Cust32285,Vehicle15273,TL,2001,Accura
Cust32286,Vehicle22010,TL,2001,Volkswagen
Cust32287,Vehicle30579,Passat,1998,Suburu
Cust32288,Vehicle17061,Wrangler,2002,Jeep
Cust32290,Vehicle10101,Passat,2000,Volkswagen
Cust32291,Vehicle23329,Passat,2003,Accura
Cust32292,Vehicle30140,Passat,1998,Volkswagen
Cust32293,Vehicle13189,Passat,1998,Volkswagen
Cust32296,Vehicle29720,TL,2000,Accura
Cust32297,Vehicle28982,Passat,1998,Nissan
Cust32298,Vehicle8477,Passat,2005,Accura
Cust32299,Vehicle31196,A3,2012,Suburu
Cust3230,Vehicle27933,Forrestor,2004,Nissan
Cust32300,Vehicle20522,A3,2005,Audi
Cust32304,Vehicle19168,A3,2014,Suburu
Cust32305,Vehicle39426,Impreza,2014,Suburu
Cust32306,Vehicle17318,Impreza,2012,Suburu
Cust32307,Vehicle30564,A3,2009,Dodge
Cust32308,Vehicle28762,Grand Cherokee,1999,Jeep
Cust32309,Vehicle38861,MDX,2004,Accura
Cust3231,Vehicle7079,3 Series,2000,Audi
Cust32310,Vehicle11488,Grand Cherokee,2002,Jeep
Cust32311,Vehicle34208,MDX,2000,Jeep
Cust32312,Vehicle1944,Grand Cherokee,2004,Saab
Cust32313,Vehicle12562,Grand Cherokee,2005,Jeep
Cust32314,Vehicle11389,Grand Cherokee,2005,Saab
Cust32315,Vehicle24127,Maxima,2004,Jeep
Cust32316,Vehicle2062,Grand Cherokee,2002,Jeep
Cust32317,Vehicle26311,Forrestor,1999,Suburu
Cust32318,Vehicle10460,Forrestor,2000,Accura
Cust3232,Vehicle2866,3 Series,1995,Accura
Cust32320,Vehicle37713,Forrestor,2000,Suburu
Cust32321,Vehicle23432,Forrestor,2000,Saab
Cust32322,Vehicle13221,Passat,1998,Suburu
Cust32323,Vehicle26755,Forrestor,1997,Volkswagen
Cust32324,Vehicle5343,Forrestor,1997,Suburu
Cust32327,Vehicle31435,Legacy,2015,Mercedes
Cust32328,Vehicle14053,Legacy,2014,Suburu
Cust32329,Vehicle22879,Legacy,2012,Suburu
Cust3233,Vehicle1788,TL,2012,Nissan
Cust32330,Vehicle8055,Ultima,2014,Suburu
Cust32331,Vehicle22361,Legacy,2013,Mercedes
Cust32332,Vehicle23998,Highlander,2007,Toyota
Cust32333,Vehicle36477,Legacy,2015,Suburu
Cust32334,Vehicle35466,C300,2015,Suburu
Cust32335,Vehicle25504,Forrestor,2009,Suburu
Cust32336,Vehicle14791,M5,2011,Suburu
Cust32337,Vehicle3434,Forrestor,2011,Suburu
Cust32338,Vehicle7531,Legacy,2009,Suburu
Cust32339,Vehicle23198,Forrestor,2011,Suburu
Cust3234,Vehicle30879,CRV,2010,Accura
Cust32340,Vehicle29061,Legacy,2012,Suburu
Cust32342,Vehicle5440,Legacy,2011,Suburu
Cust32343,Vehicle18217,Forrestor,2010,BMW
